Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code
EC2M 5RT,No,51.517184,-0.087744,532780,181540,TQ327815,"Coleman Street","City of London, unparished area",1980-01-01,1997-06-01,31,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 5RU,No,51.517208,-0.089184,532680,181540,TQ326815,"Coleman Street","City of London, unparished area",1997-06-01,2008-06-01,29,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 5RX,No,51.51682,-0.087471,532800,181500,TQ328814,"Broad Street","City of London, unparished area",1992-08-01,1995-01-01,31,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 5RY,No,51.51682,-0.087471,532800,181500,TQ328814,"Broad Street","City of London, unparished area",1990-02-01,1992-12-01,31,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 5SB,No,51.517617,-0.087798,532775,181588,TQ327815,"Coleman Street","City of London, unparished area",1980-01-01,1999-12-01,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 5SD,No,51.516844,-0.088911,532700,181500,TQ327815,"Coleman Street","City of London, unparished area",1988-03-01,1991-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 5SE,No,51.516844,-0.088911,532700,181500,TQ327815,"Coleman Street","City of London, unparished area",1980-01-01,1991-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 5SH,No,51.516844,-0.088911,532700,181500,TQ327815,"Coleman Street","City of London, unparished area",1980-01-01,1986-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 5SL,No,51.516844,-0.088911,532700,181500,TQ327815,"Coleman Street","City of London, unparished area",1983-07-01,1991-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 5SQ,Yes,51.517876,-0.087686,532782,181617,TQ327816,"Coleman Street","City of London, unparished area",1983-07-01,,33,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 5SS,No,51.516844,-0.088911,532700,181500,TQ327815,"Coleman Street","City of London, unparished area",1990-02-01,1992-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 5ST,No,51.517617,-0.087798,532775,181588,TQ327815,"Coleman Street","City of London, unparished area",1993-01-01,2004-09-01,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 5SU,No,51.516844,-0.088911,532700,181500,TQ327815,"Coleman Street","City of London, unparished area",1980-01-01,1981-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 5SX,No,51.516844,-0.088911,532700,181500,TQ327815,"Coleman Street","City of London, unparished area",1980-01-01,1991-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 5SY,No,51.517153,-0.0858,532915,181540,TQ329815,"Coleman Street","City of London, unparished area",1984-10-01,2019-09-01,32,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 5TA,No,51.517617,-0.087798,532775,181588,TQ327815,"Coleman Street","City of London, unparished area",2007-06-01,2007-07-01,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 5TB,Yes,51.517082,-0.088501,532728,181527,TQ327815,"Coleman Street","City of London, unparished area",1980-01-01,,30,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 5TD,No,51.516844,-0.088911,532700,181500,TQ327815,"Coleman Street","City of London, unparished area",1995-01-01,1995-07-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 5TE,Yes,51.517036,-0.088024,532761,181523,TQ327815,"Coleman Street","City of London, unparished area",1980-01-01,,30,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 5TF,Yes,51.517087,-0.088382,532736,181528,TQ327815,"Coleman Street","City of London, unparished area",1998-12-01,,30,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 5TH,No,51.517617,-0.087798,532775,181588,TQ327815,"Coleman Street","City of London, unparished area",1987-10-01,1999-12-01,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 5TL,No,51.517617,-0.087798,532775,181588,TQ327815,"Coleman Street","City of London, unparished area",1997-06-01,2001-09-01,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 5TN,Yes,51.516828,-0.086289,532882,181503,TQ328815,"Broad Street","City of London, unparished area",2003-06-01,,33,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 5TP,Yes,51.516838,-0.086796,532847,181503,TQ328815,"Broad Street","City of London, unparished area",1980-01-01,,33,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 5TQ,Yes,51.516847,-0.086922,532838,181504,TQ328815,"Broad Street","City of London, unparished area",1993-01-01,,32,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 5TR,Yes,51.516899,-0.087211,532818,181509,TQ328815,"Broad Street","City of London, unparished area",1993-01-01,,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 5TS,No,51.51682,-0.087471,532800,181500,TQ328814,"Broad Street","City of London, unparished area",1980-01-01,1984-12-01,31,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 5TU,Yes,51.516821,-0.086448,532871,181502,TQ328815,"Broad Street","City of London, unparished area",1980-01-01,,33,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 5TX,No,51.517109,-0.088641,532718,181530,TQ327815,"Coleman Street","City of London, unparished area",1994-05-01,2006-03-01,30,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 5TY,No,51.51682,-0.087471,532800,181500,TQ328814,"Broad Street","City of London, unparished area",1985-04-01,1990-12-01,31,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 5UA,No,51.516842,-0.086591,532861,181504,TQ328815,"Broad Street","City of London, unparished area",1995-12-01,2000-09-01,33,England,2020-02-19,"Postcode sector mean (mainly PO Boxes)",E01032739
EC2M 5UD,No,51.516842,-0.086591,532861,181504,TQ328815,"Broad Street","City of London, unparished area",1998-06-01,2000-06-01,33,England,2020-02-19,"Postcode sector mean (mainly PO Boxes)",E01032739
EC2M 5UH,No,51.516854,-0.087369,532807,181504,TQ328815,"Broad Street","City of London, unparished area",1990-02-01,1999-12-01,31,England,2020-02-19,"Postcode sector mean (mainly PO Boxes)",E01032739
EC2M 5UJ,No,51.51682,-0.087471,532800,181500,TQ328814,"Broad Street","City of London, unparished area",1985-04-01,1990-12-01,31,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 5UL,Yes,51.517227,-0.087598,532790,181545,TQ327815,"Coleman Street","City of London, unparished area",1998-12-01,,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 5UN,No,51.51682,-0.087471,532800,181500,TQ328814,"Broad Street","City of London, unparished area",1980-01-01,1996-06-01,31,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 5UP,No,51.517617,-0.087798,532775,181588,TQ327815,"Coleman Street","City of London, unparished area",1998-12-01,2011-05-01,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 5UQ,No,51.517153,-0.0858,532915,181540,TQ329815,"Coleman Street","City of London, unparished area",1998-12-01,2003-08-01,32,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 5UR,No,51.516844,-0.088911,532700,181500,TQ327815,"Coleman Street","City of London, unparished area",1980-01-01,1981-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 5UU,Yes,51.516987,-0.086109,532894,181521,TQ328815,"Coleman Street","City of London, unparished area",1998-12-01,,32,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 5UX,Yes,51.516987,-0.086109,532894,181521,TQ328815,"Coleman Street","City of London, unparished area",1998-12-01,,32,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 5UY,No,51.515898,-0.086068,532900,181400,TQ329813,"Broad Street","City of London, unparished area",1980-01-01,1981-12-01,37,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 5WQ,No,51.517153,-0.0858,532915,181540,TQ329815,"Coleman Street","City of London, unparished area",2002-06-01,2003-05-01,32,England,2020-02-19,"Imputed by ONS by reference to surrounding postcode grid references",E01032739
EC2M 5WZ,No,51.517153,-0.0858,532915,181540,TQ329815,"Coleman Street","City of London, unparished area",2002-10-01,2005-09-01,32,England,2020-02-19,"Imputed by ONS by reference to surrounding postcode grid references",E01032739
EC2M 5XD,No,51.516844,-0.088911,532700,181500,TQ327815,"Coleman Street","City of London, unparished area",1980-01-01,1981-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 5XJ,No,51.516844,-0.088911,532700,181500,TQ327815,"Coleman Street","City of London, unparished area",1980-01-01,1988-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 5XQ,No,51.516844,-0.088911,532700,181500,TQ327815,"Coleman Street","City of London, unparished area",1980-01-01,1981-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 5XR,No,51.516844,-0.088911,532700,181500,TQ327815,"Coleman Street","City of London, unparished area",1980-01-01,1991-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 5XY,No,51.516844,-0.088911,532700,181500,TQ327815,"Coleman Street","City of London, unparished area",1990-02-01,1992-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 6AB,Yes,51.518562,-0.087845,532769,181693,TQ327816,"Coleman Street","City of London, unparished area",2010-09-01,,36,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 6BH,No,51.517652,-0.088878,532700,181590,TQ326815,"Coleman Street","City of London, unparished area",1998-12-01,1999-06-01,29,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 6SA,Yes,51.51767,-0.088735,532710,181592,TQ327815,"Coleman Street","City of London, unparished area",1980-01-01,,30,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 6SB,No,51.518188,-0.08861,532717,181650,TQ327816,"Coleman Street","City of London, unparished area",1992-08-01,1999-12-01,33,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 6SD,No,51.517742,-0.088874,532700,181600,TQ326815,"Coleman Street","City of London, unparished area",1980-01-01,1990-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 6SE,Yes,51.517619,-0.088363,532736,181587,TQ327815,"Coleman Street","City of London, unparished area",1980-01-01,,30,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 6SJ,No,51.517902,-0.088766,532707,181618,TQ327816,"Coleman Street","City of London, unparished area",1980-01-01,2011-08-01,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 6SL,No,51.518188,-0.08861,532717,181650,TQ327816,"Coleman Street","City of London, unparished area",1983-01-01,2011-08-01,33,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 6SN,No,51.517742,-0.088874,532700,181600,TQ326815,"Coleman Street","City of London, unparished area",1980-01-01,1981-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 6SP,No,51.51889,-0.087543,532789,181730,TQ327817,"Coleman Street","City of London, unparished area",1993-08-01,2009-10-01,37,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 6SQ,Yes,51.517722,-0.088197,532747,181599,TQ327815,"Coleman Street","City of London, unparished area",1980-01-01,,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 6SR,No,51.517768,-0.088786,532706,181603,TQ327816,"Coleman Street","City of London, unparished area",1998-12-01,2009-10-01,30,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 6SS,No,51.51889,-0.087543,532789,181730,TQ327817,"Coleman Street","City of London, unparished area",1992-01-01,2008-07-01,37,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 6SU,No,51.517742,-0.088874,532700,181600,TQ326815,"Coleman Street","City of London, unparished area",1980-01-01,1992-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 6SX,No,51.519025,-0.087595,532785,181745,TQ327817,"Coleman Street","City of London, unparished area",1980-01-01,2019-11-01,37,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 6SY,No,51.518464,-0.088469,532726,181681,TQ327816,"Coleman Street","City of London, unparished area",1995-12-01,1999-06-01,35,England,2020-02-19,"Postcode sector mean (mainly PO Boxes)",E01032739
EC2M 6TE,No,51.518641,-0.088836,532700,181700,TQ327816,"Coleman Street","City of London, unparished area",1980-01-01,1984-12-01,35,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000002
EC2M 6TH,No,51.518641,-0.088836,532700,181700,TQ327816,"Coleman Street","City of London, unparished area",1994-12-01,1996-12-01,35,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000002
EC2M 6TN,No,51.517742,-0.088874,532700,181600,TQ326815,"Coleman Street","City of London, unparished area",1980-01-01,1992-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 6TQ,No,51.518641,-0.088836,532700,181700,TQ327816,"Coleman Street","City of London, unparished area",1984-10-01,1990-12-01,35,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000002
EC2M 6TR,No,51.517742,-0.088874,532700,181600,TQ326815,"Coleman Street","City of London, unparished area",1980-01-01,1981-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 6TS,No,51.51889,-0.087543,532789,181730,TQ327817,"Coleman Street","City of London, unparished area",2007-12-01,2008-01-01,37,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 6TX,Yes,51.518542,-0.088278,532739,181690,TQ327816,"Coleman Street","City of London, unparished area",1980-01-01,,35,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 6TY,No,51.517742,-0.088874,532700,181600,TQ326815,"Coleman Street","City of London, unparished area",1980-01-01,1981-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 6UA,No,51.518883,-0.088221,532742,181728,TQ327817,"Coleman Street","City of London, unparished area",1998-12-01,2004-02-01,37,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 6UB,No,51.518883,-0.088221,532742,181728,TQ327817,"Coleman Street","City of London, unparished area",1998-12-01,2003-08-01,37,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 6UH,No,51.518641,-0.088836,532700,181700,TQ327816,"Coleman Street","City of London, unparished area",1992-08-01,1996-12-01,35,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000002
EC2M 6UJ,No,51.518883,-0.088221,532742,181728,TQ327817,"Coleman Street","City of London, unparished area",1998-12-01,2015-02-01,37,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 6UL,No,51.518641,-0.088836,532700,181700,TQ327816,"Coleman Street","City of London, unparished area",1980-01-01,1990-12-01,35,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000002
EC2M 6UN,No,51.518641,-0.088836,532700,181700,TQ327816,"Coleman Street","City of London, unparished area",1980-01-01,1990-12-01,35,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000002
EC2M 6UP,No,51.518641,-0.088836,532700,181700,TQ327816,"Coleman Street","City of London, unparished area",1980-01-01,1990-12-01,35,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000002
EC2M 6UR,Yes,51.518965,-0.087615,532784,181738,TQ327817,"Coleman Street","City of London, unparished area",1980-01-01,,37,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 6UT,No,51.517742,-0.088874,532700,181600,TQ326815,"Coleman Street","City of London, unparished area",1980-01-01,1990-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 6UU,No,51.518641,-0.088836,532700,181700,TQ327816,"Coleman Street","City of London, unparished area",1980-01-01,1990-12-01,35,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01000002
EC2M 6XA,No,51.518188,-0.08861,532717,181650,TQ327816,"Coleman Street","City of London, unparished area",1996-12-01,1999-12-01,33,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 6XB,Yes,51.518884,-0.088194,532744,181728,TQ327817,"Coleman Street","City of London, unparished area",1980-01-01,,36,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 6XD,No,51.518188,-0.08861,532717,181650,TQ327816,"Coleman Street","City of London, unparished area",1996-12-01,1999-12-01,33,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 6XH,No,51.517742,-0.088874,532700,181600,TQ326815,"Coleman Street","City of London, unparished area",1980-01-01,1991-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 6XN,No,51.517742,-0.088874,532700,181600,TQ326815,"Coleman Street","City of London, unparished area",1980-01-01,1981-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 6XP,No,51.517742,-0.088874,532700,181600,TQ326815,"Coleman Street","City of London, unparished area",1984-10-01,1990-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 6XQ,Yes,51.518943,-0.088074,532752,181735,TQ327817,"Coleman Street","City of London, unparished area",1998-12-01,,37,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 6XX,No,51.517742,-0.088874,532700,181600,TQ326815,"Coleman Street","City of London, unparished area",1980-01-01,1981-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 6YA,No,51.517742,-0.088874,532700,181600,TQ326815,"Coleman Street","City of London, unparished area",1980-01-01,1981-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 6YE,No,51.517742,-0.088874,532700,181600,TQ326815,"Coleman Street","City of London, unparished area",1980-01-01,1981-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 7AA,No,51.516773,-0.08459,533000,181500,TQ330814,"Broad Street","City of London, unparished area",1980-01-01,1992-12-01,32,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 7AB,No,51.517624,-0.086558,532861,181591,TQ328815,"Coleman Street","City of London, unparished area",1992-01-01,2011-08-01,33,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7AD,Yes,51.516925,-0.085103,532964,181516,TQ329815,"Broad Street","City of London, unparished area",1985-10-01,,33,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7AE,No,51.516925,-0.085103,532964,181516,TQ329815,"Broad Street","City of London, unparished area",1993-01-01,2000-06-01,33,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7AF,No,51.518555,-0.086879,532836,181694,TQ328816,"Coleman Street","City of London, unparished area",2007-10-01,2014-02-01,36,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7AG,No,51.518555,-0.086879,532836,181694,TQ328816,"Coleman Street","City of London, unparished area",2011-02-01,2011-08-01,36,England,2020-02-19,"Imputed by ONS by reference to surrounding postcode grid references",E01032739
EC2M 7AH,No,51.518392,-0.085719,532917,181678,TQ329816,"Coleman Street","City of London, unparished area",1991-01-01,2004-01-01,35,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7AJ,Yes,51.51699,-0.085215,532956,181523,TQ329815,"Broad Street","City of London, unparished area",1980-01-01,,33,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7AL,No,51.517153,-0.0858,532915,181540,TQ329815,"Coleman Street","City of London, unparished area",1980-01-01,2000-10-01,32,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7AN,No,51.517672,-0.084553,533000,181600,TQ329816,"Broad Street","City of London, unparished area",1982-03-01,1997-06-01,34,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 7AP,No,51.517847,-0.084834,532980,181619,TQ329816,"Coleman Street","City of London, unparished area",1987-04-01,2005-08-01,34,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7AQ,Yes,51.517548,-0.087426,532801,181581,TQ328815,"Coleman Street","City of London, unparished area",2015-04-01,,32,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7AR,No,51.517639,-0.08147,533214,181602,TQ332816,"Bishopsgate","City of London, unparished area",2016-02-01,2016-10-01,33,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7AS,No,51.517847,-0.084834,532980,181619,TQ329816,"Coleman Street","City of London, unparished area",1993-01-01,2005-08-01,34,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7AT,No,51.518124,-0.085269,532949,181649,TQ329816,"Coleman Street","City of London, unparished area",1992-01-01,1999-06-01,35,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7AU,No,51.517695,-0.085993,532900,181600,TQ329815,"Coleman Street","City of London, unparished area",1992-01-01,1996-06-01,33,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 7AW,Yes,51.517573,-0.084542,533001,181589,TQ330815,"Broad Street","City of London, unparished area",1998-12-01,,34,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7AX,No,51.518392,-0.085719,532917,181678,TQ329816,"Coleman Street","City of London, unparished area",1988-03-01,2006-01-01,35,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7AY,No,51.517448,-0.08462,532996,181575,TQ329815,"Broad Street","City of London, unparished area",1980-01-01,2011-08-01,34,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7AZ,Yes,51.518446,-0.086841,532839,181682,TQ328816,"Coleman Street","City of London, unparished area",2016-05-01,,15,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7BA,No,51.51846,-0.087662,532782,181682,TQ327816,"Coleman Street","City of London, unparished area",2006-06-01,2006-07-01,35,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7BB,No,51.517847,-0.084834,532980,181619,TQ329816,"Coleman Street","City of London, unparished area",1992-01-01,2005-08-01,34,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7BD,Yes,51.517774,-0.084638,532994,181611,TQ329816,"Coleman Street","City of London, unparished area",1992-01-01,,34,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7BE,No,51.517695,-0.085993,532900,181600,TQ329815,"Coleman Street","City of London, unparished area",1980-01-01,1981-12-01,33,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 7BH,No,51.517695,-0.085993,532900,181600,TQ329815,"Coleman Street","City of London, unparished area",1980-01-01,1981-12-01,33,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 7BJ,No,51.518124,-0.085269,532949,181649,TQ329816,"Coleman Street","City of London, unparished area",1981-06-01,2000-06-01,35,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7BL,No,51.517695,-0.085993,532900,181600,TQ329815,"Coleman Street","City of London, unparished area",1980-01-01,1991-12-01,33,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 7BN,No,51.517695,-0.085993,532900,181600,TQ329815,"Coleman Street","City of London, unparished area",1980-01-01,1985-12-01,33,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 7BP,No,51.518124,-0.085269,532949,181649,TQ329816,"Coleman Street","City of London, unparished area",1980-01-01,2007-04-01,35,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7BQ,No,51.517695,-0.085993,532900,181600,TQ329815,"Coleman Street","City of London, unparished area",1980-01-01,1985-12-01,33,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 7BR,No,51.517695,-0.085993,532900,181600,TQ329815,"Coleman Street","City of London, unparished area",1980-01-01,1981-12-01,33,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 7BS,No,51.516773,-0.08459,533000,181500,TQ330814,"Broad Street","City of London, unparished area",1982-03-01,1990-12-01,32,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 7BT,No,51.518563,-0.086245,532880,181696,TQ328816,"Coleman Street","City of London, unparished area",1992-08-01,2010-08-01,35,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7BU,No,51.516925,-0.085103,532964,181516,TQ329815,"Broad Street","City of London, unparished area",1991-01-01,1999-12-01,33,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7BX,No,51.518879,-0.085799,532910,181732,TQ329817,"Bishopsgate","City of London, unparished area",1990-02-01,1998-12-01,35,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7BY,No,51.517695,-0.085993,532900,181600,TQ329815,"Coleman Street","City of London, unparished area",1980-01-01,1990-12-01,33,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC2M 7DA,No,51.518066,-0.084464,533005,181644,TQ330816,"Coleman Street","City of London, unparished area",1991-09-01,2003-08-01,34,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC2M 7DB,No,51.51919,-0.083912,533040,181770,TQ330817,"Bishopsgate","City of London, unparished area",1987-04-01,1997-08-01,33,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
